|url|content|date
10|https://www.instagram.com/p/B0xFSDeJcwT/|"8/5~8/9 세로토닌마켓 in 시청역 퍼시픽타워

수공예 주얼리 세로토닌마켓에서 팝업을 열었어~🥳
감각적이고 세련된 스와로브스키 귀걸이부터 다양해! 팝업에서는 2+1에 무료포장 서비스까지 가득하대🎁"|2019-08-05
11|https://www.instagram.com/p/BxcJMM_g4HZ/|"5/10~6/9 나따오비까 in 현대백화점 무역센터

전통 포르투갈식 에그타르트 나따오비까 팝업오픈!
겉은 바삭 속은 촉촉, 포르투갈 그 맛 그대로~🇵🇹
.

#겉바속촉 #에그타르트맛집 #팝업스토어 #에그타르트 #나따오비까 #현대백화점무역센터 #포르투갈에그타르트 #디저트 #존맛 #JMT #존맛탱"|2019-05-14
12|https://www.instagram.com/p/B0A-U_5gJyt/|"6/28~7/25 가민 in 압구정 갤러리아

스마트기기 선두주자 가민의 팝업스토어 오픈🏁
한정판 마크시리즈의 단독판매부터 증정이벤트까지!
카드뒤집기 게임으로 에코백까지 준다니 빨리 가보자💃"|2019-07-17
13|https://www.instagram.com/p/Cdfjs4kpYh3/|"💛베스킨라빈스: 포켓몬 위드 하이브시티💛

베스킨라빈스가 포켓몬스터 테마를 적용한 '포켓몬 위드 하이브시티'를 오픈했다‼️

무료로 입장이 가능하며 6층 규모의 하이브시티는 푸드존, 테라스존 등 다채로운 공간으로 구성되어 있대〰

베스킨라빈스 외에도 던킨, 삼립이 함께 입점되어 다양한 포켓몬 제품을 만날 수 있어-!

포켓몬 굿즈 외에도 많은 이벤트가 진행중이니 꼭 확인하고 방문하기👇🏻👇🏻👇🏻

💌 선착순 100명 럭키드로우 이벤트
💌 포켓몬 빵 자판기 구비(인당 1개 구매 가능)
-당첨자에 한해 스페셜 기프트 증정(띠부씰 액자, 북)
💌 SNS 업로드 시 매장 내에서 사용할 수 있는 할인 쿠폰 제공
💌 해피 스탬프 이벤트 : 피카츄 캠핑 체어 증정
💌 레트로 뽑기 이벤트

📍서울 용산구 독서당로 93
📍05.05(목)- 06.19(일)
📍매일 : 10:00~ 21:00"|2022-05-13
14|https://www.instagram.com/p/CkkBZb3Bypa/|"💌11월 첫째 주 핫한 팝업 모음. zip💌

✔️ Meet Meta
📍성동구 연무장길 26
📍10.29(토)-11.06(일)
📍매일 : 11:00~20:00

✔️ 우영우 팝업스토어
📍경기 의왕시 바라산로 1, 롯데프리미엄아울렛 타임빌라스 1층
📍11.02(수)-11.13(화)
📍매일: 10:30~21:00

✔️ 라인프렌즈 월드
📍성동구 성수일로4길 12
📍10.25(금)-11.13(일)
📍평일 : 12:00~20:00
📍주말 : 11:00~20:00

✔️활명수 1897
📍10.19(수)-11.10(목)
📍매일 : 12:00~21:00
📍성동구 서울숲2길 42

✔️LG금성오락실
📍강남구 강남대로 420
📍10.12(수)-11.27(일)
📍평일 : 12:00~21:00
📍주말 : 11:00~20:00

✔️DREAMWORLD
📍마포구 양화로 176 와이즈파크 B2
📍10.22(토)-12.04(일)
📍화-일: 11:00~20:00 (입장마감 19:00)

➡️더 자세한 정보가 궁금하다면 이전 게시물 확인하기💘

#팝업스토어 #팝업 #핫플 #활명수팝업스토어 #금성오락실 #코카콜라드림월드 #밋메타 #메타팝업스토어 #우영우팝업스토어 #라인프렌즈월드 #라인프렌즈팝업스토어 #성수 #서울숲 #뚝섬 #강남 #성수동 #서울데이트 #주말데이트 #가볼만한곳 #강남금성오락실 #우영우팝업 #타임빌라스"|2022-11-05
15|https://www.instagram.com/p/Cf58snKviio/|"🍹앱솔루트와의 특별한 경험 : 앱솔루트 홈🍹

보드카 브랜드, 앱솔루트가 브랜드의 철학인 ‘어우러짐’을 경험할 수 있는 팝업스토어를 성수에 오픈했다‼️

앱솔루트 홈은 헤리티지 존, 리빙룸, 게임룸 등 다양한 컨텐츠가 가득하고
요요진 작가의 드로잉 작품 + 윤여준 작가의 네온 그래픽을 만나볼 수 있어-🖼

앱솔루트 공병으로 라이트를 만드는 체험과 네온아트 클래스도 시간 별로 운영하고 있으니 참고해〰

입구에서 하는 퀴즈를 맞추고 게임룸에서 미션을 달성하면 각각 스티커를 증정하는데
스티커 1개가 럭키드로우 기회 1번이니 열심히 해야 해-!💪🏻

3층 칵테일 바에서는 앱솔루트를 활용해 만든 칵테일을 판매하고 있고 의류, 향수 등 다양한 콜라보 굿즈를 만나볼 수 있어:)

시원한 칵테일 마시며 다양한 체험을 하고 싶다면 앱솔루트 홈으로 가보자💨

💌 퀴즈+미션 달성 시 럭키드로우 이벤트 참여 가능
💌 SNS 이벤트 참여 시 추첨을 통해 경품 증정

📍성동구 연무장15길11 에스팩토리
📍07.07(목)-07.31(일)
📍일-목 : 14:00~22:00
📍금-토 : 14:00~23:00
-성인만 입장 가능🔞 (신분증 필참)
-네이버 예약하고 방문 시 대기없이 입장 가능"|2022-07-12
16|https://www.instagram.com/p/Cm8o93WPT-S/|"🥕계묘년 벨리곰과 함께! : 벨리토끼의 당근농장🥕

계묘년 벨리곰 팝업스토어, ‘벨리토끼의 당근농장’이 롯데월드몰에서 운영 중이야~❕

시민들의 행복을 기원하고, 새해 힘찬 출발을 응원하기 위해 벨리곰이 토끼로 변신했대~🐰

토끼 코스튬을 한 3m 크기의 벨리곰 + 다채로운 포즈를 하고 있는 벨리곰들이 기다리고 있어-!📷

장바구니, 문구류, 인형 등 신상 굿즈와 함께 최대 55% 할인 중인 인기 제품들을 만나볼 수 있고 일정 금액 이상 구매 시 벨리곰 젤리를 추가 증정하고 있으니 꼭 받아보자-:D

롯데월드몰로 놀러 가서 벨리토끼와 2023 새로운 한 해를 시작해 보는 거 어때❓

💌1만 원 이상 구매 시 벨리곰 젤리 1개 증정 (평일 선착순 250명, 주말 선착순 500명)

📍서울 송파구 올림픽로 300 잠실 롯데월드몰 1층 아트리움 광장
📍12.27(화)-01.11(수)
📍매일 : 10:30-22:00"|2023-01-03
17|https://www.instagram.com/p/CbYzu-0JuW3/|"🌱올리브영 클린뷰티🌱

구달.라운드랩.아누아 등 올리브영 클린뷰티 메인 브랜드 7개가 모여 연남방앗간에 팝업스토어를 OPEN🕊

클린뷰티란?

: 착한성분 + 동물실험❌ + 친환경 소재 (용기/라벨) ➡️ 3가지를 실천하는 브랜드

다양한 이벤트와 액티비티존 뿐만 아니라 수거된 공병으로 작품을 만든 아티스트 275c의 전시도 있으니 놓치지말고 구경하고 오자👀

🚪입장방법🚪(둘 중 하나)

: 플라스틱 공병 가져오기
: 올리브영 회원임을 인증

♻️액티비티존에서 3가지를 체험하고 도장을 모아오면 7개 클린뷰티 브랜드의 샘플키트 증정

♻️럭키드로우 이벤트에 참여하면 선착순으로 '스프 베이글칩' 증정

♻️방문 후 설문조사에 참여하면 키링+스크래퍼 제공

♻️인스타그램에 해시태그와 함께 사진을 업로드하면 사진 출력 가능

♻️올리브영 Green등급 이상이면 일별 선착순으로 씨앗키트 or 라운드어라운드 편백 블레미쉬 폼 증정

+ 수거함이 한 칸씩 쌓일 때마다 50만원씩 기부된다고 하니 잊지말고 공병🧴챙겨가자‼️

📍마포구 동교로 29길 34
📍03.18(금) - 03.27(일)
📍매일 : 11:00~20:00"|2022-03-22
18|https://www.instagram.com/p/Co8lyXePVJT/|"마우리치오 카텔란 《WE》

🔥요즘 가장 핫한 마우리치오 카텔란 전시!🔥

2011년 뉴욕에서 열린 회고전 이후, 최대 규모로 진행하는 전시로
총 38개의 작품을 리움미술관에서 무료로 관람할 수 있어-👀

전시 들어가기 전 미술관 입구, 로비 기둥 등에 노숙자 작품이 설치되어 있고
매일 ‘오전 11시/ 1시/ 3시/ 5시’에만 자전거 타는 찰리를 볼 수 있어!🚲

전시장 입구 왼쪽 (화장실 앞)에 무료로 이용할 수 있는 물품보관함이 있고
오디오 도슨트를 원한다면 신분증 지참 필수-💳

⚠️2월 14일부터 100% 사전 예약제로 변경!

✔ 예약 방법
-리움미술관 온라인 예약 사이트
-관람일 기준 14일 전, 매일 오후 6시 오픈
(오픈 즉시 매진이라..팝가는 취소표를 노려서 다녀왔다..!)

📍용산구 이태원로55길 60-16, 리움미술관
📍01.31(화)-07.16(일)
📍화-일 : 10:00~18:00 *월요일 휴관"|2023-02-22
19|https://www.instagram.com/p/CVfNslvptm5/|"#광고
🔥팝가가 직접 다녀왔다! 핫한 팝업스토어의 생생한 후기를 전하는 내발내간👣

🍹말리부 오렌지, 말리부 콕 좋아하는 사람~?! (나야 나)
🍸홈파티, 홈칵테일 대표 주류 말리부와 연남동 이색 떡볶이 해피치즈스마일이랑 콜라보 팝업스토어 #떡볶이엔말리부 with 해피치즈스마일에 팝가 떴다!

✨먼저 취향 별 말리부 칵테일과 떡볶이 추천해주는 말리부 MBTI하자! 팝가는 해피 당볶이&말리쿨(말리부+쿨피스) 나옴!

매콤한 떡볶이와 당면 튀김, 말리쿨 조합 최고야…참고로 칵테일은 말리부 BAR에서 전문 바텐더님이 직접 만들어주심!👍👍

귀욤뽀짝 포토존도 많고 사심굿즈랑 콜라보한 스페셜 굿즈, 연남동 팝업스토어 한정 TO-GO 패키지도 살 수 있어!

🎁SNS에 #떡볶이엔말리부 #말리쿨 #해피치즈스마일 해시태그 달고 팝업스토어 OR 말리부X해치즈 스페셜 메뉴 인증하면 사심굿즈(1개) 증정하니까 잊지 말고 참여하자~

팝업스토어 못 온다구…? 걱정은 nono~ 배민, 쿠팡이츠에서 배달로 시켜 먹을 수 있으니까!📦

아참! 해치스 처돌이들은 전국 해치스 돌면서 말리부X해치스 스페셜 메뉴 먹고 스템프 모아 SNS에 인증해봐! 다양한 경품 준대ㅎㅎ

먹을 것도 많고 볼 것도 많고 사진 찍기도 좋은 #떡볶이엔말리부 with 해피치즈스마일 진심 가야겠지?!🏃‍♀️

📍10.25(월)-11.07(일)
📍해피치즈스마일 연남점
📍매일 11:30-21:00

말리부는 캐리비안에서 온 코코넛럼 리큐르입니다.
본 행사는 만 19세 이상의 소비자들만 참여 가능합니다.

#팝업스토어가자 #팝업스토어 #DrinkResponsibly #말리부 #사심굿즈 #떡볶이 #MalibuRum #말리부럼 #쿨피스 #떡볶이팝업 #연남동 #딜리버리"|2021-10-26
20|https://www.instagram.com/p/CdHu-BUKad6/|"🧸더현대 서울에서 젤리버디 마켓이 오픈🧸

더현대 서울에서 데일리라이크의 젤리버디 마켓이 문을 열었어🚪

식기. 문구류. 쿠션부터 팝업에서만 만나볼 수 있는 특별한 굿즈까지 준비되어 있대🎈

어린이날을 맞아 많은 이벤트도 있으니 잘 읽고 가서 한 개도 놓치지 말자구-‼️

🧸인스타그램 계정 팔로우 시 한정 스티커 증정
🧸인증샷 업로드 시 할인쿠폰+pvc 지퍼백 제공
🧸인증샷 중 추첨을 통해 와플메이커와 와플믹스 제공
🧸일정 금액 이상 구매 시 키링과 티셔츠 증정
🧸5월 5일 단 하루 : 젤리버디 풍선 100명 증정
🧸5월 5-8일 : 젤리베어 중형 인형 20% 할인
🧸5월 21-26일 : 미니 유리컵 4P/ 와플 메이커 20% 할인

📍영등포구 여의대로 108 더현대 서울 5층
📍04.29(금)-05.26(목)
📍매일 : 10:30~20:00 (금토일 20:30)

#팝업스토어 #데일리라이크 #더현대서울 #젤리버디마켓 #젤리버디 #젤리베어 #마이버디 #소품샵 #귀여운굿즈 #서울데이트 #주말데이트 #다꾸용품"|2022-05-04
21|https://www.instagram.com/p/CFI5J5zJCE2/|"2020 F/W🍁 패션잡화는?
⭐팝업맛집⭐
⠀
#디올 의 레디투웨어 뿐 아니라 20/21 F/W 가을 컬렉션을 만날 수 있는 팝업스토어와,
#생럭슈 의 품격을 높이는 실크 스카프,
#엔오르 의 F/W 제품으로 올 가을 패션잡화 준비해 볼까?
⠀
😷 방문시 마스크는 필수!

📍09.10 - 09.27 #디올
✔ #디올 의 레디-투-웨어 제품과 매력적인 악세서리 등 20/21 F/W #가을컬렉션
⠀
📍09.07 - 09.20 #생럭슈
✔ 가을룩의 품격을 높이는 #생럭슈 의 #실크스카프
⠀
📍09.11 - 09.24 #엔오르
✔ #20 F/W 제품과 #구매이벤트 까지!
⠀
친구들 @ 소환하고 놓치기 아쉬운 팝업스토어 방문하러 가자❣"|2020-09-15
22|https://www.instagram.com/p/Bq9HDiBjBkL/|"12/01~12/05
시그니처스토어 in 잠실롯데몰

대규모 플리마켓이 잠실롯데몰에?! 의류,가방,주얼리,푸드 등을 프로모션 가격으로 만나 볼 수 있어! 빠르게 잠실 롯데몰로 가보자! 🏃
#시그니처스토어
#프리마켓 #플리마켓
#잠실롯데몰 #잠실데이트코스"|2018-12-04
23|https://www.instagram.com/p/CW5GYTvr1JM/|"🔥드디어 서울 상륙! 두껍상회 In Seoul 팝업스토어가자!

🐸전국을 떠돈 두껍상회 드디어 서울에 오다...!? 엄청난 스케일로 찾아온 두껍상회 놓치면 안되지~

1층 진로 두꺼비 체험존에는 진로 두꺼비의 생활을 엿볼 수 있는 침실, 부엌, 책상 등이 마련되어 있는데 여기가 그렇게 포토존 맛집이라네요~📸

🍻하이트진로가 인증하는 쏘맥 자격증도 받고 두껍 포토도 공짜로 찍을 수 있는 두껍BAR, 두껍PHOTO 부스 있음!
(쏘맥 자격증...평일 저녁에도 대기 필수래~ㅎ)

🍶2층 굿즈샵에는 140여개에 달하는 두껍상회 굿즈 판매중! 요즘 핫한 진로 한방울잔과 한정판 굿즈, 게다가 🍀매주 토요일에만 살 수 있다는 럭키 박스(1/2/3만원) 구매 가능한 곳🍀

지정 해시태그와 함께 인스타 인증한 거 보여주면 진로 두꺼비 핫팩도 준대~🥰

볼거리 많은 두껍상회 서울 안 갈래?!

📍11.24(수)-01.23(목)
📍강남구 강남대로 420
📍매일 12:00-21:00"|2021-11-30
24|https://www.instagram.com/p/CiTwWxRpAX1/|"💌9월 둘째 주 핫한 팝업 모음. zip💌

✔️탈리다쿰 팝업스토어
📍성동구 연무장17길 10 LCDC 서울
📍08.18(목)-09.29(목)
📍매일: 11:00~20:00

✔️CHO SHOP
📍마포구 토정로 3길 13
📍08.05(금)-09.30(금) ⚠ 매주 월요일, 추석 당일 휴무
📍화-일 : 12:00-20:00

✔️클라우드 팝업스토어
📍성동구 연무장15길 11 에스팩토리 B동 3층 루프탑
📍08.26(금)-09.07(수)
📍매일: 16:00~23:00

✔️샹프리 팝업스토어
📍성동구 연무장길 57 1층 토로토로 스튜디오
📍08.18(목)-09.04(일)
📍매일: 12:00~20:00

✔️애슬래틱 클럽
📍신세계백화점 센텀 시티점 & 롯데백화점 부산 서면점
📍09.02(금)-12.31(토)
📍매일 : 10:20~20:30

➡️더 자세한 정보가 궁금하다면 이전 게시물 확인하기💘

#팝업스토어 #추석연휴 #연휴가볼만한곳 #추석팝업스토어 #팝업 #클라우드팝업스토어 #샹프리팝업스토어 #애슬래틱클럽 #탈리다쿰팝업스토어 #CHOSHOP #앰네스티 #토로토로스튜디오 #성수 #서울숲 #서울데이트 #주말데이트 #핫플"|2022-09-10
25|https://www.instagram.com/p/CrAAur5v61Y/|"🍨투쿨포스쿨 첫 공식 팝업스토어 : 미스터로댕 젤라또 샵 🍨

투쿨포스쿨이 신제품 ‘N톤 쉐딩’ 출시를 기념해 젤라토 전문점, 젤라떼리아 도도와 함께 팝업을 OPEN🐱

투쿨포스쿨의 첫 공식 팝업인 만큼 다양한 이벤트가 가득하다는데…🤍

N톤 게임 3가지를 진행 후, 2개 이상 스탬프를 모아 오면 스티커+ 콜렉터즈 본품을 증정하고
젤라또 샵에서 쉐딩 젤라또를 구매하면 100% 당첨 뽑기 이벤트에도 참여할 수 있대〰
*꽝이 없고 선물 모두 본품이라고 하니 참여 추천..!👀

아! 입구에서 받은 노란 봉투에는 스탬프 쿠폰과 젤라또 주문용지가 있으니 잘 챙겨야 해!🛍

방문만 해도 양손 가득 선물을 받아 갈 수 있는 투쿨포스쿨 팝업, 진짜 안가면 손해~

💌 투쿨포스쿨 카톡 플친 추가 시, 틴트 본품 증정
💌 N톤 게임 3가지 체험 후 스탬프 2개 이상 모아오면 콜렉터즈 본품+스티커 굿즈 증정
💌 젤라또(5000원) 구매 시, 100% 당첨 뽑기 이벤트 증정

📍서울숲2길 42, 갤러리 더봄
📍04.08(토)-04.19(수)
📍매일12:00~20:00

Photo by. @jo._.stu_hotplace @toocoolforschool_official"|2023-04-14
